,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
3074,Marcus Thuram,FRA,FW,Inter,it  Serie A,27-217,1997.0,27,1907.0,71.0,75.7,21.2,23,79.0,10,4,25.0,0,2.15,54.0,19.0,35.0,1.65,1.5,38.6,18.5,20.0,0.95,0.01
3075,Youri Tielemans,BEL,MF,Aston Villa,eng  Premier League,27-308,1997.0,29,2491.0,86.0,95.4,27.7,29,86.0,23,0,,0,1.55,41.0,40.0,1.0,0.04,3.82,39.4,36.8,2.6,0.1,1.22
3076,Kieran Tierney,SCO,"DF,FW",Arsenal,eng  Premier League,27-279,1997.0,5,80.0,16.0,3.2,0.9,0,,0,5,16.0,11,2.2,0.0,0.0,0.0,0.0,-1.03,1.6,1.2,0.4,0.42,-0.28
3077,Phillip Tietz,GER,FW,Augsburg,de  Bundesliga,27-245,1997.0,25,1348.0,54.0,59.9,15.0,16,71.0,3,9,23.0,0,1.4,20.0,24.0,-4.0,-0.27,0.03,16.1,18.9,-2.8,-0.19,0.35
3078,Jurriën Timber,NED,DF,Arsenal,eng  Premier League,23-267,2001.0,25,2109.0,84.0,83.7,23.4,24,87.0,16,1,22.0,0,2.04,47.0,18.0,29.0,1.24,1.46,37.4,18.8,18.5,0.79,0.6
3079,Jean-Clair Todibo,FRA,DF,West Ham,eng  Premier League,25-071,1999.0,18,1056.0,59.0,41.9,11.7,11,76.0,6,7,31.0,4,1.5,17.0,21.0,-4.0,-0.34,0.4,17.4,18.0,-0.5,-0.05,0.57
3080,Harry Toffolo,ENG,DF,Nott'ham Forest,eng  Premier League,29-204,1995.0,3,47.0,16.0,1.9,0.5,0,,0,3,16.0,13,2.33,0.0,1.0,-1.0,-1.91,-2.39,0.8,0.7,0.1,0.1,0.05
3081,Umut Tohumcu,GER,MF,Hoffenheim,de  Bundesliga,20-212,2004.0,8,288.0,36.0,12.8,3.2,2,75.0,1,6,23.0,3,1.13,7.0,6.0,1.0,0.31,1.05,2.4,7.3,-4.9,-1.51,-1.25
3082,Mohammed Tolba,GER,DF,Bochum,de  Bundesliga,20-235,2004.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
3083,Corentin Tolisso,FRA,MF,Lyon,fr  Ligue 1,30-220,1994.0,24,1777.0,74.0,79.0,19.7,20,86.0,14,4,16.0,1,1.71,41.0,22.0,19.0,0.96,1.72,35.2,29.1,6.1,0.31,0.46
3084,John Tolkin,USA,"DF,FW",Holstein Kiel,de  Bundesliga,22-223,2002.0,3,183.0,61.0,8.1,2.0,2,86.0,1,1,12.0,1,0.67,4.0,6.0,-2.0,-0.98,-0.03,3.0,4.9,-1.9,-0.95,-0.36
3085,Rafael Tolói,ITA,DF,Atalanta,it  Serie A,34-152,1990.0,8,345.0,43.0,13.7,3.8,2,86.0,1,6,29.0,13,2.13,5.0,2.0,3.0,0.78,-0.62,7.4,4.4,3.0,0.78,-0.06
3086,Raúl de Tomás,ESP,FW,Rayo Vallecano,es  La Liga,30-145,1994.0,0,,,,,0,,0,0,,11,,,,,,,,,,,
3087,Tiago Tomás,POR,"FW,MF",Wolfsburg,de  Bundesliga,22-268,2002.0,24,1614.0,67.0,71.7,17.9,20,75.0,3,4,30.0,0,1.46,28.0,24.0,4.0,0.22,-0.63,23.8,25.0,-1.2,-0.07,0.08
3088,Takehiro Tomiyasu,JPN,DF,Arsenal,eng  Premier League,26-126,1998.0,1,7.0,7.0,0.3,0.1,0,,0,1,7.0,0,3.0,1.0,0.0,1.0,12.86,11.89,0.6,0.0,0.5,6.86,6.18
3089,Fikayo Tomori,ENG,DF,Milan,it  Serie A,27-082,1997.0,14,970.0,69.0,38.5,10.8,11,87.0,10,3,5.0,13,1.64,15.0,15.0,0.0,0.0,-0.58,17.1,12.0,5.1,0.47,-0.21
3090,Sandro Tonali,ITA,MF,Newcastle Utd,eng  Premier League,24-307,2000.0,26,1730.0,67.0,68.7,19.2,18,84.0,12,8,27.0,0,1.65,34.0,25.0,9.0,0.47,0.47,33.1,22.4,10.7,0.56,0.51
3091,Luka Topalović,SVN,MF,Inter,it  Serie A,19-016,2006.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
3092,Pietro Tornaghi,ITA,DF,Atalanta,it  Serie A,19-107,2005.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
3093,Pablo Torre,ESP,"MF,FW",Barcelona,es  La Liga,21-342,2003.0,8,261.0,33.0,10.7,2.9,4,56.0,0,4,10.0,19,2.0,8.0,4.0,4.0,1.38,-0.36,5.5,4.7,0.8,0.27,-1.15
3094,David Torres,ESP,DF,Valladolid,es  La Liga,22-006,2003.0,17,1297.0,76.0,53.4,14.4,14,84.0,12,3,41.0,10,0.65,10.0,35.0,-25.0,-1.73,-0.23,11.6,28.1,-16.5,-1.14,-0.47
3095,Ferrán Torres,ESP,"FW,MF",Barcelona,es  La Liga,25-010,2000.0,19,689.0,36.0,28.4,7.7,7,61.0,2,12,22.0,1,2.05,20.0,14.0,6.0,0.78,-1.28,19.1,10.3,8.8,1.15,-0.21
3096,Pau Torres,ESP,DF,Aston Villa,eng  Premier League,28-054,1997.0,18,1549.0,86.0,59.3,17.2,18,86.0,17,0,,2,1.44,23.0,29.0,-6.0,-0.35,-0.52,25.0,22.3,2.8,0.16,0.3
3097,Lorenzo Torriani,ITA,GK,Milan,it  Serie A,20-039,2005.0,0,,,,,0,,0,0,,25,,,,,,,,,,,
3098,Lucas Torró,ESP,MF,Osasuna,es  La Liga,30-235,1994.0,24,2025.0,84.0,83.3,22.5,24,84.0,17,0,,2,1.29,27.0,32.0,-5.0,-0.22,-0.22,22.9,30.9,-8.0,-0.36,-0.3
3099,Lorenzo Tosto,ITA,DF,Empoli,it  Serie A,19-041,2006.0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,23,0.0,0.0,1.0,-1.0,-90.0,-89.25,0.0,0.3,-0.3,-26.81,-26.28
3100,Abdoulaye Touré,GUI,MF,Le Havre,fr  Ligue 1,31-008,1994.0,19,1523.0,80.0,67.7,16.9,17,86.0,11,2,27.0,0,0.68,15.0,38.0,-23.0,-1.36,-0.86,18.7,32.7,-14.0,-0.83,-0.53
3101,Bazoumana Touré,CIV,"FW,MF",Hoffenheim,de  Bundesliga,19-009,2006.0,4,44.0,11.0,2.0,0.5,0,,0,4,11.0,1,1.25,0.0,2.0,-2.0,-4.09,-3.56,1.0,1.4,-0.4,-0.86,-0.45
3102,Birama Touré,MLI,"MF,DF",Montpellier,fr  Ligue 1,32-278,1992.0,8,300.0,38.0,13.3,3.3,2,79.0,1,6,24.0,0,1.13,4.0,11.0,-7.0,-2.1,-0.67,4.1,8.1,-4.0,-1.18,-0.44
3103,Issiaka Touré,FRA,GK,Saint-Étienne,fr  Ligue 1,20-124,2004.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
3104,Ousmane Toure,FRA,DF,Lille,fr  Ligue 1,20-021,2005.0,1,6.0,6.0,0.3,0.1,0,,0,1,6.0,11,1.0,0.0,1.0,-1.0,-15.0,-15.56,0.1,0.3,-0.2,-2.99,-3.3
3105,Souleymane Touré,FRA,DF,Udinese,it  Serie A,21-348,2003.0,12,733.0,61.0,29.1,8.1,11,65.0,6,1,16.0,5,0.92,11.0,11.0,0.0,0.0,0.15,6.5,8.1,-1.6,-0.2,0.16
3106,Lucas Tousart,FRA,MF,Union Berlin,de  Bundesliga,27-316,1997.0,10,492.0,49.0,21.9,5.5,6,64.0,0,4,28.0,7,1.1,4.0,9.0,-5.0,-0.91,-0.35,5.4,8.6,-3.1,-0.57,-0.43
3107,Conor Townsend,ENG,DF,Ipswich Town,eng  Premier League,32-007,1993.0,3,136.0,45.0,5.4,1.5,1,90.0,1,2,23.0,25,0.33,2.0,3.0,-1.0,-0.66,0.51,0.9,3.3,-2.5,-1.63,-0.62
3108,Nicolas Trabucchi,ITA,DF,Parma,it  Serie A,17-206,2007.0,0,,,,,0,,0,0,,13,,,,,,,,,,,
3109,Adama Traoré,ESP,"FW,MF",Fulham,eng  Premier League,29-045,1996.0,26,1379.0,53.0,54.7,15.3,15,76.0,4,11,21.0,1,1.58,25.0,20.0,5.0,0.33,0.48,23.0,16.0,7.0,0.46,0.48
3110,Boubacar Traoré,MLI,MF,Wolves,eng  Premier League,23-203,2001.0,0,,,,,0,,0,0,,4,,,,,,,,,,,
3111,Daouda Traoré,FRA,MF,Nice,fr  Ligue 1,18-232,2006.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
3112,Hamari Traoré,MLI,DF,Real Sociedad,es  La Liga,33-043,1992.0,6,368.0,61.0,15.1,4.1,4,78.0,1,2,29.0,0,0.67,2.0,3.0,-1.0,-0.24,-0.07,2.5,5.2,-2.8,-0.67,-0.78
3113,Omar Traoré,GER,DF,Heidenheim,de  Bundesliga,27-035,1998.0,22,1904.0,87.0,84.6,21.2,22,87.0,17,0,,2,0.73,24.0,40.0,-16.0,-0.76,1.06,25.3,31.6,-6.3,-0.3,1.0
3114,Kevin Trapp,GER,GK,Eint Frankfurt,de  Bundesliga,34-246,1990.0,21,1845.0,88.0,82.0,20.5,21,88.0,20,0,,0,1.67,40.0,30.0,10.0,0.49,0.04,36.5,32.2,4.3,0.21,-0.6
3115,Mark Travers,IRL,GK,Bournemouth,eng  Premier League,25-297,1999.0,5,450.0,90.0,17.9,5.0,5,90.0,5,0,,18,1.6,6.0,5.0,1.0,0.2,-0.32,7.0,7.3,-0.2,-0.05,-0.64
3116,Óscar Trejo,ARG,"MF,FW",Rayo Vallecano,es  La Liga,36-319,1988.0,13,362.0,28.0,14.9,4.0,4,63.0,0,9,12.0,14,0.92,4.0,3.0,1.0,0.25,0.29,5.7,4.2,1.5,0.38,0.37
3117,Philipp Treu,GER,"MF,DF",St. Pauli,de  Bundesliga,24-098,2000.0,24,2103.0,88.0,93.5,23.4,24,88.0,21,0,,0,0.92,18.0,28.0,-10.0,-0.43,0.18,24.7,31.3,-6.6,-0.28,0.2
3118,Ryan Trevitt,ENG,MF,Brentford,eng  Premier League,21-364,2003.0,1,4.0,4.0,0.2,0.0,0,,0,1,4.0,11,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,0.0,0.0,0.0,-0.01
3119,Christopher Trimmel,AUT,"DF,MF",Union Berlin,de  Bundesliga,38-015,1987.0,17,1081.0,64.0,48.0,12.0,12,82.0,8,5,20.0,7,1.29,9.0,18.0,-9.0,-0.75,-0.21,11.5,15.4,-3.9,-0.32,-0.16
3120,Kieran Trippier,ENG,DF,Newcastle Utd,eng  Premier League,34-173,1990.0,17,698.0,41.0,27.7,7.8,7,70.0,1,10,21.0,6,1.41,10.0,10.0,0.0,0.0,-0.44,13.8,9.8,4.0,0.51,0.16
3121,Pol Tristán,ESP,GK,Espanyol,es  La Liga,22-358,2002.0,0,,,,,0,,0,0,,5,,,,,,,,,,,
3122,Leandro Trossard,BEL,FW,Arsenal,eng  Premier League,30-097,1994.0,28,1807.0,65.0,71.7,20.1,20,80.0,9,8,26.0,0,1.96,40.0,17.0,23.0,1.15,0.51,32.4,15.6,16.8,0.83,0.5
3123,Adrien Truffert,FRA,"DF,MF",Rennes,fr  Ligue 1,23-111,2001.0,24,1942.0,81.0,86.3,21.6,22,87.0,16,2,17.0,0,1.21,28.0,35.0,-7.0,-0.32,-2.08,28.1,31.5,-3.4,-0.16,-1.13
3124,Kostas Tsimikas,GRE,DF,Liverpool,eng  Premier League,28-303,1996.0,14,517.0,37.0,19.8,5.7,5,73.0,2,9,17.0,11,2.36,9.0,3.0,6.0,1.04,-0.5,11.8,3.5,8.4,1.46,0.1
3125,Viktor Tsyhankov,UKR,"FW,MF",Girona,es  La Liga,27-116,1997.0,16,1085.0,68.0,44.7,12.1,13,79.0,5,3,21.0,1,1.19,12.0,20.0,-8.0,-0.66,-0.86,13.4,16.0,-2.7,-0.22,-0.22
3126,Axel Tuanzebe,COD,DF,Ipswich Town,eng  Premier League,27-117,1997.0,14,1095.0,78.0,43.5,12.2,13,82.0,7,1,27.0,0,0.64,11.0,23.0,-12.0,-0.99,0.28,11.3,19.7,-8.4,-0.69,0.62
3127,Stefano Turati,ITA,GK,Monza,it  Serie A,23-187,2001.0,24,2136.0,89.0,84.8,23.7,24,89.0,23,0,,1,0.5,21.0,41.0,-20.0,-0.84,0.33,19.3,33.6,-14.4,-0.61,0.03
3128,Claudio Turi,ITA,GK,Napoli,it  Serie A,19-309,2005.0,0,,,,,0,,0,0,,6,,,,,,,,,,,
3129,Matt Turner,USA,GK,Crystal Palace,eng  Premier League,30-260,1994.0,0,,,,,0,,0,0,,24,,,,,,,,,,,
3130,Beñat Turrientes,ESP,MF,Real Sociedad,es  La Liga,23-039,2002.0,15,711.0,47.0,29.3,7.9,9,64.0,2,6,22.0,8,0.93,4.0,7.0,-3.0,-0.38,-0.28,7.2,9.3,-2.2,-0.27,-0.37
3131,Tuta,BRA,"DF,MF",Eint Frankfurt,de  Bundesliga,25-250,1999.0,22,1639.0,75.0,72.8,18.2,18,87.0,14,4,16.0,0,1.91,41.0,29.0,12.0,0.66,0.66,33.1,28.1,5.0,0.27,-0.15
3132,Ryan Tutu Mayangila,FRA,GK,Strasbourg,fr  Ligue 1,19-344,2005.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
3133,Chrisantus Uche,NGA,"FW,MF",Getafe,es  La Liga,21-296,2003.0,26,1969.0,76.0,81.0,21.9,23,81.0,10,3,34.0,0,1.27,20.0,16.0,4.0,0.18,0.77,19.5,22.1,-2.6,-0.12,0.74
3134,Destiny Udogie,ITA,DF,Tottenham,eng  Premier League,22-103,2002.0,21,1564.0,74.0,62.1,17.4,20,78.0,10,1,4.0,2,1.33,34.0,23.0,11.0,0.63,0.35,30.2,26.8,3.4,0.19,0.61
3135,Manuel Ugarte Ribeiro,URU,MF,Manchester Utd,eng  Premier League,23-334,2001.0,20,1259.0,63.0,50.0,14.0,15,78.0,6,5,19.0,2,1.45,17.0,21.0,-4.0,-0.29,-0.14,14.8,20.8,-5.9,-0.43,-0.47
3136,Lesley Ugochukwu,FRA,MF,Southampton,eng  Premier League,20-350,2004.0,17,943.0,55.0,37.4,10.5,9,75.0,1,8,33.0,5,0.47,8.0,26.0,-18.0,-1.72,-0.01,8.1,27.1,-19.0,-1.81,-0.52
3137,Lukas Ullrich,GER,DF,Gladbach,de  Bundesliga,20-360,2004.0,17,1273.0,75.0,56.6,14.1,16,78.0,3,1,21.0,3,1.59,26.0,21.0,5.0,0.35,0.72,20.1,24.4,-4.3,-0.31,-0.04
3138,Sven Ulreich,GER,GK,Bayern Munich,de  Bundesliga,36-220,1988.0,1,90.0,90.0,4.0,1.0,1,90.0,1,0,,14,3.0,5.0,0.0,5.0,5.0,3.08,3.0,0.0,3.0,2.99,1.26
3139,Franco Umeh-Chibueze,IRL,MF,Crystal Palace,eng  Premier League,20-044,2005.0,0,,,,,0,,0,0,,7,,,,,,,,,,,
3140,Enes Ünal,TUR,"FW,MF",Bournemouth,eng  Premier League,27-305,1997.0,17,345.0,20.0,13.7,3.8,2,62.0,0,15,15.0,0,1.65,6.0,3.0,3.0,0.78,0.37,7.8,6.3,1.5,0.38,-0.11
3141,Deniz Undav,GER,"FW,MF",Stuttgart,de  Bundesliga,28-235,1996.0,19,1234.0,65.0,54.8,13.7,15,75.0,5,4,27.0,0,1.42,24.0,20.0,4.0,0.29,0.2,21.6,21.4,0.2,0.01,-0.57
3142,Naci Ünüvar,NED,"MF,DF",Espanyol,es  La Liga,21-271,2003.0,2,31.0,16.0,1.3,0.3,0,,0,2,16.0,10,0.0,0.0,0.0,0.0,0.0,0.45,0.3,0.2,0.0,0.09,0.86
3143,Dayot Upamecano,FRA,DF,Bayern Munich,de  Bundesliga,26-135,1998.0,19,1669.0,88.0,74.2,18.5,19,88.0,15,0,,2,2.58,59.0,15.0,44.0,2.37,1.29,45.4,11.8,33.6,1.81,0.1
3144,João Urbáez,DOM,DF,Leganés,es  La Liga,22-230,2002.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
3145,Kacper Urbanski,POL,MF,Bologna,it  Serie A,20-185,2004.0,7,247.0,35.0,9.8,2.7,1,77.0,0,6,28.0,12,1.71,3.0,5.0,-2.0,-0.73,-1.2,1.9,3.2,-1.3,-0.49,-0.96
3146,Kacper Urbanski,POL,MF,Monza,it  Serie A,20-185,2004.0,6,417.0,70.0,16.5,4.6,5,77.0,2,1,34.0,1,0.17,0.0,8.0,-8.0,-1.73,-1.0,1.5,8.2,-6.6,-1.43,-0.99
3147,Jonas Urbig,GER,GK,Bayern Munich,de  Bundesliga,21-215,2003.0,1,90.0,90.0,4.0,1.0,1,90.0,1,0,,5,0.0,2.0,3.0,-1.0,-1.0,-3.17,2.4,1.1,1.3,1.28,-0.53
3148,Can Uzun,TUR,"MF,FW",Eint Frankfurt,de  Bundesliga,19-120,2005.0,17,568.0,33.0,25.2,6.3,5,67.0,0,12,19.0,8,1.35,15.0,7.0,8.0,1.27,1.05,12.6,9.2,3.4,0.54,0.31
3149,Josha Vagnoman,GER,"DF,MF",Stuttgart,de  Bundesliga,24-090,2000.0,22,1679.0,76.0,74.6,18.7,18,85.0,11,4,35.0,2,1.64,32.0,28.0,4.0,0.21,0.06,33.0,24.6,8.4,0.45,0.71
3150,Andrea Vailati,ITA,GK,Monza,it  Serie A,17-219,2007.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
3151,Pablo Valencia,ESP,GK,Osasuna,es  La Liga,24-069,2001.0,0,,,,,0,,0,0,,5,,,,,,,,,,,
3152,Lautaro Valenti,ARG,DF,Parma,it  Serie A,26-056,1999.0,11,806.0,73.0,32.0,9.0,9,84.0,7,2,27.0,10,0.82,9.0,12.0,-3.0,-0.33,0.24,10.3,13.9,-3.6,-0.41,0.14
3153,Óscar Valentín,ESP,MF,Rayo Vallecano,es  La Liga,30-203,1994.0,26,1448.0,56.0,59.6,16.1,14,82.0,9,12,26.0,1,1.38,18.0,17.0,1.0,0.06,0.15,20.8,18.7,2.1,0.13,0.15
3154,Nicolás Valentini,ARG,DF,Hellas Verona,it  Serie A,23-339,2001.0,5,361.0,72.0,14.3,4.0,4,85.0,3,1,22.0,0,0.6,1.0,4.0,-3.0,-0.75,0.38,2.8,6.5,-3.8,-0.94,-0.41
3155,Nicolás Valentini,ARG,DF,Fiorentina,it  Serie A,23-339,2001.0,0,,,,,0,,0,0,,5,,,,,,,,,,,
3156,Germán Valera,ESP,MF,Valencia,es  La Liga,22-360,2002.0,8,148.0,19.0,6.1,1.6,1,59.0,0,7,13.0,8,1.0,0.0,4.0,-4.0,-2.43,-2.0,1.4,4.0,-2.6,-1.58,-1.33
3157,Emanuele Valeri,ITA,DF,Parma,it  Serie A,26-094,1998.0,25,2027.0,81.0,80.4,22.5,24,83.0,19,1,45.0,1,0.88,24.0,35.0,-11.0,-0.49,0.06,25.5,33.6,-8.1,-0.36,0.7
3158,Martin Valjent,SVK,DF,Mallorca,es  La Liga,29-090,1995.0,22,1953.0,89.0,80.4,21.7,22,89.0,20,0,,4,1.41,21.0,28.0,-7.0,-0.32,-0.32,23.3,26.1,-2.8,-0.13,-0.57
3159,Álex Valle,ESP,DF,Como,it  Serie A,20-320,2004.0,6,499.0,83.0,19.8,5.5,6,83.0,3,0,,0,1.17,7.0,6.0,1.0,0.18,0.67,4.8,5.0,-0.2,-0.04,-0.12
3160,Álex Valle,ESP,DF,Barcelona,es  La Liga,20-320,2004.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
3161,Jesús Vallejo,ESP,DF,Real Madrid,es  La Liga,28-065,1997.0,1,11.0,11.0,0.5,0.1,0,,0,1,11.0,20,3.0,0.0,2.0,-2.0,-16.36,-17.59,0.1,0.4,-0.4,-3.03,-3.97
3162,Mattia Valoti,ITA,MF,Monza,it  Serie A,31-186,1993.0,5,40.0,8.0,1.6,0.4,0,,0,5,8.0,16,1.0,0.0,1.0,-1.0,-2.25,-1.38,0.4,1.5,-1.1,-2.38,-1.8
3163,Federico Valverde,URU,"MF,DF",Real Madrid,es  La Liga,26-232,1998.0,25,2122.0,85.0,87.3,23.6,24,87.0,20,1,23.0,1,2.16,51.0,21.0,30.0,1.27,0.98,47.5,22.1,25.4,1.08,1.24
3164,Ignace Van Der Brempt,BEL,DF,Como,it  Serie A,22-344,2002.0,14,1038.0,74.0,41.2,11.5,12,82.0,9,2,26.0,2,1.36,18.0,15.0,3.0,0.26,1.05,15.1,10.9,4.2,0.36,0.53
3165,Siebe Van Der Heyden,BEL,"DF,MF",Mallorca,es  La Liga,26-285,1998.0,2,97.0,49.0,4.0,1.1,1,90.0,1,1,7.0,13,1.5,0.0,2.0,-2.0,-1.86,-1.66,0.9,0.9,-0.1,-0.05,-0.04
3166,Siebe Van Der Heyden,BEL,"DF,MF",St. Pauli,de  Bundesliga,26-285,1998.0,6,418.0,70.0,18.6,4.6,5,81.0,3,1,11.0,0,0.33,1.0,8.0,-7.0,-1.51,-1.31,3.0,7.2,-4.2,-0.9,-0.75
3167,Virgil van Dijk,NED,DF,Liverpool,eng  Premier League,33-246,1991.0,29,2610.0,90.0,100.0,29.0,29,90.0,29,0,,0,2.41,69.0,27.0,42.0,1.45,,65.0,25.1,39.8,1.37,
3168,Jelle Van Neck,BEL,GK,Marseille,fr  Ligue 1,21-004,2004.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
3169,Vanderson,BRA,DF,Monaco,fr  Ligue 1,23-263,2001.0,21,1604.0,76.0,71.3,17.8,19,80.0,9,2,38.0,1,1.86,35.0,27.0,8.0,0.45,-0.8,41.4,20.9,20.5,1.15,0.02
3170,Maarten Vandevoordt,BEL,GK,RB Leipzig,de  Bundesliga,23-013,2002.0,2,135.0,68.0,6.0,1.5,1,90.0,1,1,45.0,23,3.0,5.0,1.0,4.0,2.67,2.58,3.2,1.4,1.7,1.15,1.33
3171,Jamie Vardy,ENG,FW,Leicester City,eng  Premier League,38-059,1987.0,26,2136.0,82.0,84.8,23.7,26,82.0,16,0,,0,0.65,21.0,53.0,-32.0,-1.35,-0.18,21.2,45.9,-24.8,-1.04,-0.3
3172,Ruben Vargas,SUI,FW,Sevilla,es  La Liga,26-218,1998.0,8,562.0,70.0,23.1,6.2,7,77.0,0,1,22.0,1,1.38,9.0,6.0,3.0,0.48,0.82,7.1,7.4,-0.4,-0.06,0.27
3173,Ruben Vargas,SUI,"MF,FW",Augsburg,de  Bundesliga,26-218,1998.0,8,305.0,38.0,13.6,3.4,3,63.0,0,5,23.0,2,0.5,3.0,12.0,-9.0,-2.66,-2.75,4.7,7.6,-2.9,-0.86,-0.62
3174,Nikola Vasilj,BIH,GK,St. Pauli,de  Bundesliga,29-099,1995.0,25,2250.0,90.0,100.0,25.0,25,90.0,25,0,,0,0.88,19.0,30.0,-11.0,-0.44,,25.5,33.0,-7.4,-0.3,
3175,Devis Vásquez,COL,GK,Empoli,it  Serie A,26-303,1998.0,23,2070.0,90.0,82.1,23.0,23,90.0,23,0,,5,0.91,21.0,32.0,-11.0,-0.48,1.72,18.0,30.6,-12.6,-0.55,-0.03
3176,Johan Vásquez,MEX,DF,Genoa,it  Serie A,26-140,1998.0,27,2295.0,85.0,91.1,25.5,25,90.0,25,2,23.0,0,1.15,23.0,34.0,-11.0,-0.43,-0.83,26.2,31.4,-5.2,-0.2,0.04
3177,Dominic Vavassori,ITA,FW,Atalanta,it  Serie A,19-092,2005.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
3178,Denis Vavro,SVK,DF,Wolfsburg,de  Bundesliga,28-335,1996.0,21,1801.0,86.0,80.0,20.0,20,90.0,20,1,1.0,2,1.62,39.0,29.0,10.0,0.5,0.5,30.2,29.3,0.9,0.04,0.66
3179,José Luis García Vayá,ESP,MF,Valencia,es  La Liga,26-212,1998.0,24,1391.0,58.0,57.2,15.5,15,82.0,10,9,17.0,0,0.96,11.0,28.0,-17.0,-1.1,-1.27,15.0,25.0,-10.0,-0.65,-0.75
3180,Robinio Vaz,FRA,FW,Marseille,fr  Ligue 1,18-022,2007.0,2,75.0,38.0,3.3,0.8,0,,0,2,38.0,2,0.5,1.0,0.0,1.0,1.2,0.33,2.9,0.7,2.2,2.6,2.14
3181,Jesus Vazquez,ESP,DF,Valencia,es  La Liga,22-068,2003.0,13,684.0,53.0,28.1,7.6,8,73.0,3,5,20.0,11,0.46,5.0,13.0,-8.0,-1.05,-0.69,5.9,9.8,-4.0,-0.52,-0.27
3182,Lucas Vázquez,ESP,DF,Real Madrid,es  La Liga,33-253,1991.0,22,1493.0,68.0,61.4,16.6,17,85.0,10,5,11.0,3,2.0,36.0,23.0,13.0,0.78,-0.95,32.7,20.6,12.1,0.73,-0.5
3183,Matías Vecino,URU,MF,Lazio,it  Serie A,33-199,1991.0,12,582.0,49.0,23.1,6.5,5,78.0,3,7,27.0,2,2.33,14.0,7.0,7.0,1.08,0.76,14.2,5.1,9.1,1.41,1.21
3184,Danilo Veiga,POR,"DF,FW",Lecce,it  Serie A,22-167,2002.0,4,39.0,10.0,1.5,0.4,0,,0,4,10.0,2,0.25,0.0,1.0,-1.0,-2.31,-1.4,0.7,1.4,-0.7,-1.51,-0.85
3185,Renato Veiga,POR,"DF,MF",Chelsea,eng  Premier League,21-225,2003.0,7,181.0,26.0,7.2,2.0,1,90.0,1,6,15.0,13,2.14,2.0,2.0,0.0,0.0,-0.65,2.0,3.0,-1.1,-0.52,-1.21
3186,Renato Veiga,POR,DF,Juventus,it  Serie A,21-225,2003.0,3,270.0,90.0,10.7,3.0,3,90.0,3,0,,1,3.0,7.0,2.0,5.0,1.67,1.07,4.3,3.5,0.8,0.28,-0.21
3187,Alejo Véliz,ARG,FW,Espanyol,es  La Liga,21-173,2003.0,21,947.0,45.0,39.0,10.5,10,71.0,2,11,22.0,6,0.95,13.0,20.0,-7.0,-0.67,-0.36,9.6,20.0,-10.4,-0.96,-0.35
3188,Miloš Veljković,SRB,DF,Werder Bremen,de  Bundesliga,29-166,1995.0,13,948.0,73.0,42.1,10.5,10,86.0,9,3,31.0,4,1.0,17.0,21.0,-4.0,-0.38,0.1,13.3,16.9,-3.6,-0.34,-0.36
3189,Joël Veltman,NED,DF,Brighton,eng  Premier League,33-055,1992.0,19,1643.0,86.0,65.2,18.3,19,86.0,14,0,,1,1.79,29.0,23.0,6.0,0.33,0.33,24.4,23.4,1.0,0.06,-0.07
3190,Micky van de Ven,NED,DF,Tottenham,eng  Premier League,23-326,2001.0,10,818.0,82.0,32.5,9.1,9,88.0,7,1,30.0,0,1.4,21.0,12.0,9.0,0.99,0.73,18.5,10.5,8.0,0.88,1.36
3191,Lorenzo Venturino,ITA,"FW,MF",Genoa,it  Serie A,18-262,2006.0,2,34.0,17.0,1.3,0.4,0,,0,2,17.0,6,0.0,0.0,1.0,-1.0,-2.65,-2.32,0.6,1.0,-0.5,-1.2,-1.0
3192,Nikolas Veratschnig,AUT,"DF,FW",Mainz 05,de  Bundesliga,22-046,2003.0,7,65.0,9.0,2.9,0.7,0,,0,7,9.0,11,1.71,2.0,2.0,0.0,0.0,-0.66,1.4,1.5,-0.1,-0.12,-0.22
3193,Bart Verbruggen,NED,GK,Brighton,eng  Premier League,22-205,2002.0,26,2340.0,90.0,92.9,26.0,26,90.0,26,0,,0,1.54,41.0,39.0,2.0,0.08,-1.92,38.1,37.4,0.6,0.02,-0.79
3194,Simone Verdi,ITA,"MF,FW",Como,it  Serie A,32-242,1992.0,9,115.0,13.0,4.6,1.3,0,,0,9,13.0,11,0.67,0.0,3.0,-3.0,-2.35,-2.09,1.7,2.3,-0.6,-0.47,-0.55
