,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
793,Hugo Ekitike,FRA,FW,Eint Frankfurt,de  Bundesliga,22-264,2002.0,19.9,0,0,0,24,9,13,14,7,10,1,0,0,58,30,44,40.5
794,Jurgen Ekkelenkamp,NED,MF,Udinese,it  Serie A,24-340,2000.0,14.6,1,0,0,21,13,2,9,9,20,0,0,0,64,11,10,52.4
795,Jacques Ekomie,GAB,DF,Angers,fr  Ligue 1,21-204,2003.0,3.8,0,0,0,4,12,1,17,3,9,0,0,0,16,6,6,50.0
796,Emmanuel Ekong,SWE,"MF,FW",Empoli,it  Serie A,22-259,2002.0,2.1,1,0,0,3,5,1,0,1,3,0,0,0,10,2,7,22.2
797,Caleb Ekuban,GHA,FW,Genoa,it  Serie A,30-353,1994.0,4.9,1,0,0,10,8,5,3,1,3,0,0,0,16,10,14,41.7
798,Pierre Ekwah Elimby,FRA,MF,Saint-Étienne,fr  Ligue 1,23-055,2002.0,19.6,3,0,0,22,29,0,4,33,22,0,0,0,109,19,9,67.9
799,Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,eng  Premier League,22-318,2002.0,19.8,1,0,0,6,29,10,131,5,10,0,0,0,66,18,29,38.3
800,Meschak Elia,COD,"FW,DF",Nantes,fr  Ligue 1,27-217,1997.0,0.9,0,0,0,1,1,0,8,0,3,0,0,0,3,1,0,100.0
801,Mikael Ellertsson,ISL,"DF,MF",Venezia,it  Serie A,23-000,2002.0,20.8,1,0,0,16,32,2,15,12,21,0,0,0,59,8,13,38.1
802,Harvey Elliott,ENG,"MF,FW",Liverpool,eng  Premier League,21-341,2003.0,1.4,0,0,0,0,0,1,10,0,2,0,0,0,7,1,1,50.0
803,Elif Elmas,MKD,FW,Torino,it  Serie A,25-168,1999.0,2.7,0,0,0,6,2,0,1,3,1,0,0,0,7,1,2,33.3
804,Elif Elmas,MKD,MF,RB Leipzig,de  Bundesliga,25-168,1999.0,0.5,1,0,0,2,0,1,0,0,1,0,0,0,3,0,1,0.0
805,Aritz Elustondo,ESP,DF,Real Sociedad,es  La Liga,30-348,1994.0,7.9,0,1,0,13,14,0,2,4,7,0,0,0,30,13,12,52.0
806,Nico Elvedi,SUI,DF,Gladbach,de  Bundesliga,28-162,1996.0,17.5,1,0,0,7,11,0,1,23,16,0,0,1,67,35,29,54.7
807,Adri Embarba,ESP,"FW,MF",Rayo Vallecano,es  La Liga,32-308,1992.0,14.7,4,0,0,22,18,12,96,11,12,0,0,0,51,8,21,27.6
808,Breel Embolo,SUI,"FW,MF",Monaco,fr  Ligue 1,28-025,1997.0,13.6,3,0,0,17,33,9,2,2,9,0,0,0,36,24,22,52.2
809,Emanuel Emegha,NED,FW,Strasbourg,fr  Ligue 1,22-036,2003.0,18.6,4,0,0,32,32,18,0,1,5,0,0,0,42,19,24,44.2
810,Emerson,BRA,DF,Milan,it  Serie A,26-056,1999.0,15.3,5,0,0,34,32,0,45,14,28,0,0,0,59,24,14,63.2
811,Yunus Emre Konak,TUR,"MF,FW",Brentford,eng  Premier League,19-060,2006.0,0.3,0,0,0,2,0,0,0,0,3,0,0,0,1,2,2,50.0
812,Julio Enciso,PAR,"MF,FW",Ipswich Town,eng  Premier League,21-047,2004.0,2.1,2,0,0,3,5,0,4,1,2,0,0,0,18,3,3,50.0
813,Julio Enciso,PAR,"MF,FW",Brighton,eng  Premier League,21-047,2004.0,3.3,0,0,0,3,7,0,20,0,0,0,0,0,15,6,5,54.5
814,Wataru Endo,JPN,MF,Liverpool,eng  Premier League,32-030,1993.0,1.6,0,0,0,10,6,0,0,3,6,0,0,0,7,1,2,33.3
815,Endrick,BRA,FW,Real Madrid,es  La Liga,18-233,2006.0,1.3,1,0,0,5,6,0,0,3,1,1,0,0,3,2,4,33.3
816,Yannik Engelhardt,GER,"MF,DF",Como,it  Serie A,24-032,2001.0,11.9,3,0,0,19,17,1,1,10,10,0,0,0,58,10,9,52.6
817,Arne Engels,BEL,"MF,FW",Augsburg,de  Bundesliga,21-184,2003.0,0.9,1,0,0,3,1,0,4,0,0,0,0,0,0,1,0,100.0
818,Christian Eriksen,DEN,MF,Manchester Utd,eng  Premier League,33-025,1992.0,7.9,2,0,0,5,2,0,50,7,5,0,0,0,42,2,5,28.6
819,Martin Erlic,CRO,DF,Bologna,it  Serie A,27-046,1998.0,3.2,0,0,0,5,7,0,0,2,0,1,0,0,9,9,8,52.9
820,Patrick Erras,GER,DF,Holstein Kiel,de  Bundesliga,30-049,1995.0,9.2,2,0,0,11,0,0,0,9,5,0,0,0,24,27,16,62.8
821,Alfonso Espino,URU,DF,Rayo Vallecano,es  La Liga,33-065,1992.0,5.3,2,0,0,9,10,0,13,10,15,0,0,0,30,7,6,53.8
822,Sebastiano Esposito,ITA,"FW,MF",Empoli,it  Serie A,22-252,2002.0,17.9,1,0,0,31,44,9,43,11,21,2,0,0,81,19,40,32.2
823,Romain Esse,ENG,MF,Crystal Palace,eng  Premier League,19-302,2005.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,100.0
824,Samuel Essende,COD,FW,Augsburg,de  Bundesliga,27-047,1998.0,13.8,4,1,0,39,29,12,3,0,4,0,0,0,31,41,53,43.6
825,Dario Essugo,POR,MF,Las Palmas,es  La Liga,19-362,2005.0,14.6,9,2,2,26,24,0,1,28,33,0,0,0,78,20,24,45.5
826,Nahuel Estévez,ARG,MF,Parma,it  Serie A,29-117,1995.0,6.0,2,0,0,8,5,0,9,3,4,0,0,0,27,11,1,91.7
827,Pervis Estupiñán,ECU,DF,Brighton,eng  Premier League,27-049,1998.0,17.8,3,0,0,25,13,3,87,21,29,0,0,0,101,30,23,56.6
828,Etienne Eto'o,CMR,FW,Rayo Vallecano,es  La Liga,22-205,2002.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
829,Evanilson,BRA,FW,Bournemouth,eng  Premier League,25-156,1999.0,16.2,0,0,0,24,37,11,0,0,5,5,0,0,47,27,48,36.0
830,Jonny Evans,NIR,DF,Manchester Utd,eng  Premier League,37-067,1988.0,3.2,1,0,0,5,6,0,0,4,5,0,0,0,15,8,3,72.7
831,Edu Expósito,ESP,"MF,FW",Espanyol,es  La Liga,28-222,1996.0,1.7,2,0,0,6,4,0,13,2,2,0,0,0,11,2,4,33.3
832,Eberechi Eze,ENG,"MF,FW",Crystal Palace,eng  Premier League,26-255,1998.0,21.4,1,0,0,7,39,8,95,9,21,0,0,0,107,5,33,13.2
833,Abde Ezzalzouli,MAR,"FW,MF",Betis,es  La Liga,23-084,2001.0,17.2,2,0,0,18,31,3,41,5,21,1,0,0,83,19,29,39.6
834,Giovanni Fabbian,ITA,MF,Bologna,it  Serie A,22-056,2003.0,9.3,2,0,0,18,18,1,7,2,6,0,0,0,28,17,27,38.6
835,Łukasz Fabiański,POL,GK,West Ham,eng  Premier League,39-327,1985.0,11.9,2,0,0,2,1,0,0,0,0,0,2,0,5,2,1,66.7
836,Alieu Fadera,GAM,"FW,DF",Como,it  Serie A,23-128,2001.0,17.7,2,1,0,38,47,14,39,10,45,0,0,0,92,11,14,44.0
837,Wout Faes,BEL,DF,Leicester City,eng  Premier League,26-342,1998.0,22.3,3,0,0,19,6,1,2,19,20,0,0,0,65,36,26,58.1
838,Nicolò Fagioli,ITA,MF,Fiorentina,it  Serie A,24-027,2001.0,2.8,0,0,0,2,5,0,12,0,4,0,0,0,17,0,0,
839,Nicolò Fagioli,ITA,MF,Juventus,it  Serie A,24-027,2001.0,6.3,4,0,0,11,5,0,13,2,10,0,0,0,33,2,2,50.0
840,Romain Faivre,FRA,"MF,FW",Brest,fr  Ligue 1,26-240,1998.0,9.1,2,0,0,6,22,1,23,4,10,0,0,0,41,7,9,43.8
841,Wladimiro Falcone,ITA,GK,Lecce,it  Serie A,29-333,1995.0,28.0,1,0,0,1,8,0,0,0,0,0,1,0,19,9,0,100.0
842,Davide Faraoni,ITA,DF,Hellas Verona,it  Serie A,33-137,1991.0,2.9,1,0,0,5,1,2,12,2,9,0,0,0,9,1,8,11.1
843,Abdul Fatawu Issahaku,GHA,FW,Leicester City,eng  Premier League,21-003,2004.0,6.4,0,0,0,11,20,2,30,4,15,0,0,0,38,14,13,51.9
844,Ansu Fati,ESP,FW,Barcelona,es  La Liga,22-131,2002.0,1.4,1,0,0,1,2,1,0,0,1,0,0,0,4,1,4,20.0
845,Khalil Fayad,FRA,"MF,FW",Montpellier,fr  Ligue 1,20-275,2004.0,7.2,2,0,0,13,20,0,3,7,13,0,0,1,49,6,5,54.5
846,Jacopo Fazzini,ITA,"MF,FW",Empoli,it  Serie A,21-360,2003.0,8.5,1,0,0,18,20,2,20,5,11,0,0,0,40,8,11,42.1
847,Peter Federico,DOM,"MF,FW",Getafe,es  La Liga,22-229,2002.0,3.7,0,0,0,6,9,1,6,1,4,0,0,0,13,6,11,35.3
848,Nabil Fekir,FRA,MF,Betis,es  La Liga,31-236,1993.0,2.0,0,0,0,3,7,0,10,0,2,0,0,0,3,0,2,0.0
849,Mattia Felici,ITA,"MF,FW",Cagliari,it  Serie A,23-328,2001.0,9.1,1,0,0,16,16,3,21,6,12,0,1,0,44,6,9,40.0
850,Luiz Felipe,ITA,DF,Marseille,fr  Ligue 1,27-354,1997.0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
851,João Félix,POR,"FW,MF",Chelsea,eng  Premier League,25-121,1999.0,4.1,2,0,0,6,17,1,0,3,3,0,0,0,22,4,5,44.4
852,João Félix,POR,MF,Milan,it  Serie A,25-121,1999.0,4.2,1,0,0,5,14,2,2,0,1,0,0,0,17,4,4,50.0
853,Kiko Femenía,ESP,DF,Villarreal,es  La Liga,34-037,1991.0,19.2,6,0,0,16,12,1,40,30,25,0,0,0,79,4,9,30.8
854,Evan Ferguson,IRL,FW,West Ham,eng  Premier League,20-143,2004.0,1.0,0,0,0,1,1,0,0,1,0,0,0,0,6,5,5,50.0
855,Evan Ferguson,IRL,FW,Brighton,eng  Premier League,20-143,2004.0,2.7,0,0,0,3,1,0,0,0,3,0,0,0,10,4,9,30.8
856,Lewis Ferguson,SCO,MF,Bologna,it  Serie A,25-199,1999.0,5.9,0,0,0,17,9,1,6,2,7,0,0,0,15,6,10,37.5
857,Zinedine Ferhat,ALG,FW,Angers,fr  Ligue 1,32-010,1993.0,6.6,1,0,0,9,12,2,46,6,3,0,0,0,35,12,12,50.0
858,Bruno Fernandes,POR,MF,Manchester Utd,eng  Premier League,30-184,1994.0,25.4,4,2,1,22,32,2,142,20,36,0,0,0,145,17,24,41.5
859,Edimilson Fernandes,SUI,MF,Brest,fr  Ligue 1,28-330,1996.0,8.9,1,0,0,7,6,0,3,17,6,0,1,0,52,11,8,57.9
860,Mateus Fernandes,POR,MF,Southampton,eng  Premier League,20-244,2004.0,23.3,7,0,0,34,38,3,84,16,38,0,0,0,126,11,9,55.0
861,Álvaro Fernández,ESP,GK,Sevilla,es  La Liga,26-332,1998.0,7.3,2,0,0,0,2,0,0,0,0,0,0,0,7,1,0,100.0
862,Enzo Fernández,ARG,MF,Chelsea,eng  Premier League,24-053,2001.0,22.8,6,0,0,38,37,1,74,10,26,0,0,0,114,12,23,34.3
863,Roberto Férnandez,ESP,FW,Espanyol,es  La Liga,22-251,2002.0,5.5,1,0,0,15,8,2,1,2,4,0,0,0,15,13,21,38.2
864,Valery Fernández,ESP,"MF,FW",Mallorca,es  La Liga,25-108,1999.0,2.6,1,0,0,3,1,1,3,0,7,0,0,0,15,1,3,25.0
865,Matias Fernandez-Pardo,BEL,FW,Lille,fr  Ligue 1,20-036,2005.0,5.2,3,0,0,7,13,0,11,1,4,1,0,0,14,0,8,0.0
866,Jordan Ferri,FRA,MF,Montpellier,fr  Ligue 1,32-364,1992.0,12.6,5,1,0,20,15,0,14,8,13,0,1,0,86,9,10,47.4
867,Daniel Fila,CZE,FW,Venezia,it  Serie A,22-202,2002.0,1.7,1,0,0,5,2,1,0,0,0,0,0,0,2,0,7,0.0
868,Karol Fila,POL,MF,Strasbourg,fr  Ligue 1,26-271,1998.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
869,Kilian Fischer,GER,DF,Wolfsburg,de  Bundesliga,24-150,2000.0,18.2,5,0,0,24,3,0,22,14,30,0,0,0,51,15,17,46.9
870,Mark Flekken,NED,GK,Brentford,eng  Premier League,31-271,1993.0,26.4,1,0,0,0,3,0,0,0,3,0,0,0,34,4,0,100.0
871,Mateo Flores,ESP,MF,Betis,es  La Liga,20-338,2004.0,1.7,1,0,0,4,1,0,1,2,1,0,0,0,12,0,2,0.0
872,Phil Foden,ENG,"MF,FW",Manchester City,eng  Premier League,24-287,2000.0,17.9,2,0,0,5,30,3,72,9,5,0,0,0,55,3,7,30.0
873,Malick Fofana,BEL,FW,Lyon,fr  Ligue 1,19-345,2005.0,13.2,1,0,0,7,26,5,48,8,8,1,0,0,49,2,9,18.2
874,Rayan Fofana,FRA,"FW,MF",Lens,fr  Ligue 1,19-027,2006.0,0.3,0,0,0,1,1,0,0,0,2,0,0,0,2,0,1,0.0
875,Seko Fofana,CIV,MF,Rennes,fr  Ligue 1,29-308,1995.0,4.9,3,0,0,4,6,1,4,5,4,0,0,0,22,5,2,71.4
876,Wesley Fofana,FRA,DF,Chelsea,eng  Premier League,24-084,2000.0,12.1,6,0,0,20,16,0,1,13,12,0,0,0,52,25,11,69.4
877,Yahia Fofana,CIV,GK,Angers,fr  Ligue 1,24-202,2000.0,25.0,4,0,0,0,7,0,0,1,0,0,0,0,30,5,3,62.5
878,Youssouf Fofana,FRA,MF,Milan,it  Serie A,26-060,1999.0,21.8,5,0,0,21,16,0,7,17,27,0,0,0,103,11,17,39.3
879,Jonas Föhrenbach,GER,DF,Heidenheim,de  Bundesliga,29-044,1996.0,19.6,3,0,0,13,4,1,55,16,23,0,0,0,65,13,16,44.8
880,Michael Folorunsho,ITA,"FW,MF",Fiorentina,it  Serie A,27-032,1998.0,5.4,4,0,0,10,20,0,14,3,9,0,0,0,20,11,11,50.0
881,Michael Folorunsho,ITA,"FW,MF",Napoli,it  Serie A,27-032,1998.0,0.4,0,0,0,2,1,0,0,1,2,0,0,0,2,2,2,50.0
882,Lamine Fomba,FRA,MF,Saint-Étienne,fr  Ligue 1,27-044,1998.0,2.4,2,0,0,13,2,1,1,4,6,0,1,0,13,3,6,33.3
883,Carlos Forbs,POR,"MF,FW",Wolves,eng  Premier League,20-357,2004.0,2.6,2,0,0,2,1,0,9,1,5,0,0,0,11,1,3,25.0
884,Pablo Fornals,ESP,"MF,FW",Betis,es  La Liga,29-017,1996.0,12.3,2,0,0,9,9,1,46,14,9,0,0,0,61,16,11,59.3
885,Omari Forson,ENG,"MF,FW",Monza,it  Serie A,20-234,2004.0,0.8,0,0,0,1,0,1,4,0,2,0,0,0,4,0,1,0.0
886,Fraser Forster,ENG,GK,Tottenham,eng  Premier League,36-359,1988.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
887,Héctor Fort,ESP,DF,Barcelona,es  La Liga,18-221,2006.0,4.2,2,0,0,3,1,0,7,6,6,0,0,0,18,3,5,37.5
888,Dimitri Foulquier,FRA,DF,Valencia,es  La Liga,31-353,1993.0,18.9,4,0,0,21,22,0,46,11,23,0,0,0,68,9,14,39.1
889,Juan Foyth,ARG,DF,Villarreal,es  La Liga,27-058,1998.0,7.0,2,0,0,6,3,0,1,10,8,0,0,0,17,19,12,61.3
890,Alejandro Francés,ESP,DF,Girona,es  La Liga,22-222,2002.0,7.9,1,0,0,13,10,1,14,12,15,0,0,0,22,3,7,30.0
891,Przemysław Frankowski,POL,DF,Lens,fr  Ligue 1,29-333,1995.0,15.4,3,0,0,18,7,1,78,19,21,0,0,0,61,8,6,57.1
892,Enric Franquesa,ESP,"DF,FW",Leganés,es  La Liga,28-013,1997.0,6.8,1,0,0,8,6,0,16,5,9,0,0,0,29,5,5,50.0
893,Ryan Fraser,SCO,"FW,DF",Southampton,eng  Premier League,31-015,1994.0,3.4,0,1,0,1,4,1,12,1,2,0,1,0,10,2,3,40.0
894,Davide Frattesi,ITA,MF,Inter,it  Serie A,25-140,1999.0,9.3,1,0,0,7,19,2,6,3,6,1,0,0,34,8,11,42.1
895,Morten Frendrup,DEN,MF,Genoa,it  Serie A,23-338,2001.0,26.5,3,0,0,38,23,1,3,35,56,0,0,0,148,26,29,47.3
896,Martin Frese,DEN,DF,Hellas Verona,it  Serie A,27-066,1998.0,3.7,0,0,0,7,7,0,7,6,7,0,0,0,7,7,7,50.0
897,Remo Freuler,SUI,MF,Bologna,it  Serie A,32-330,1992.0,26.6,5,0,0,35,15,1,15,28,28,0,0,0,116,22,22,50.0
898,Marco Friedl,AUT,DF,Werder Bremen,de  Bundesliga,26-360,1998.0,15.9,8,2,1,17,13,1,2,29,31,0,0,2,93,33,30,52.4
899,Marvin Friedrich,GER,DF,Gladbach,de  Bundesliga,29-088,1995.0,10.5,0,0,0,5,3,0,0,5,8,0,0,0,39,31,16,66.0
900,Jeremie Frimpong,NED,"DF,MF",Leverkusen,de  Bundesliga,24-091,2000.0,18.8,3,0,0,13,18,7,77,7,19,0,1,0,65,11,19,36.7
901,Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,es  La Liga,28-019,1997.0,19.5,2,1,0,32,17,2,54,14,13,0,0,0,76,9,15,37.5
902,Darío Fuentes,ESP,DF,Sevilla,es  La Liga,22-058,2003.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
903,Chris Führich,GER,"MF,FW",Stuttgart,de  Bundesliga,27-061,1998.0,15.7,1,0,0,7,3,2,62,5,6,0,0,0,45,3,6,33.3
904,Shiō Fukuda,JPN,"FW,MF",Gladbach,de  Bundesliga,20-337,2004.0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,33.3
905,Angelo Fulgini,FRA,"MF,FW",Lens,fr  Ligue 1,28-203,1996.0,10.3,3,0,0,13,26,2,37,2,9,0,0,0,47,8,13,38.1
906,Niclas Füllkrug,GER,FW,West Ham,eng  Premier League,32-030,1993.0,4.1,1,0,0,9,3,4,0,0,2,0,0,0,4,20,24,45.5
907,Kyogo Furuhashi,JPN,FW,Rennes,fr  Ligue 1,30-050,1995.0,1.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2,0.0
908,Manuel Fuster,ESP,"FW,MF",Las Palmas,es  La Liga,27-140,1997.0,7.6,1,0,0,10,23,1,45,2,7,0,0,0,36,3,9,25.0
909,Matteo Gabbia,ITA,DF,Milan,it  Serie A,25-141,1999.0,15.0,3,0,0,13,5,1,2,11,6,1,0,0,41,31,23,57.4
910,Alessandro Gabrielloni,ITA,"FW,MF",Como,it  Serie A,30-244,1994.0,1.2,1,0,0,3,3,1,1,0,0,0,0,0,9,1,8,11.1
911,Gianluca Gaetano,ITA,"MF,FW",Cagliari,it  Serie A,24-310,2000.0,9.1,0,0,0,14,8,3,20,5,6,0,0,0,29,10,18,35.7
912,Roberto Gagliardini,ITA,"MF,DF",Monza,it  Serie A,30-338,1994.0,1.1,1,0,0,4,4,0,1,1,0,0,0,0,2,4,4,50.0
913,Cody Gakpo,NED,FW,Liverpool,eng  Premier League,25-308,1999.0,15.7,4,0,0,14,19,5,54,7,12,1,0,0,57,13,18,41.9
914,Javi Galán,ESP,DF,Atlético Madrid,es  La Liga,30-112,1994.0,13.2,7,0,0,29,22,1,35,7,23,0,1,0,47,19,16,54.3
915,Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,es  La Liga,31-217,1993.0,11.6,5,0,0,25,13,0,22,10,20,0,0,0,91,3,7,30.0
916,Conor Gallagher,ENG,MF,Atlético Madrid,es  La Liga,25-033,2000.0,12.1,2,0,0,18,30,1,8,13,22,0,0,0,71,7,16,30.4
917,Antonino Gallo,ITA,DF,Lecce,it  Serie A,25-065,2000.0,19.5,2,1,0,9,12,2,84,15,29,0,0,1,80,16,19,45.7
918,Gauthier Gallon,FRA,GK,Rennes,fr  Ligue 1,31-322,1993.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
919,Cristian Gamboa,CRC,DF,Bochum,de  Bundesliga,35-138,1989.0,1.7,0,0,0,0,3,0,7,0,2,0,0,0,9,0,1,0.0
920,Idrissa Gana Gueye,SEN,MF,Everton,eng  Premier League,35-166,1989.0,24.2,6,0,0,41,33,0,5,33,65,0,0,0,143,16,14,53.3
921,Ignatius Ganago,CMR,"FW,MF",Nantes,fr  Ligue 1,26-023,1999.0,2.7,1,0,0,2,3,2,3,4,1,0,0,0,7,4,7,36.4
922,Silvère Ganvoula M'Boussy,CGO,FW,Monza,it  Serie A,28-262,1996.0,3.3,0,0,0,2,8,1,0,1,0,0,0,0,4,13,11,54.2
923,Facundo Garcés,ARG,DF,Alavés,es  La Liga,25-187,1999.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
924,Aleix García,ESP,MF,Leverkusen,de  Bundesliga,27-256,1997.0,11.1,2,0,0,4,6,1,72,6,4,0,0,0,48,3,5,37.5
925,Álvaro García,ESP,"FW,MF",Rayo Vallecano,es  La Liga,32-135,1992.0,18.6,4,0,0,11,14,10,73,25,21,0,1,0,66,5,11,31.3
926,Andrés García,ESP,"DF,MF",Aston Villa,eng  Premier League,22-032,2003.0,3.0,0,0,0,1,0,0,16,0,5,0,0,0,11,0,4,0.0
927,Eric García,ESP,"MF,DF",Barcelona,es  La Liga,24-061,2001.0,9.1,1,0,0,10,5,0,1,8,11,0,0,0,31,20,18,52.6
928,Fran Garcia,ESP,DF,Real Madrid,es  La Liga,25-209,1999.0,14.6,0,0,0,8,13,2,33,19,17,0,0,0,69,6,9,40.0
929,Joan García,ESP,GK,Espanyol,es  La Liga,23-311,2001.0,26.0,2,0,0,0,3,0,0,0,0,0,0,0,26,13,1,92.9
930,Pablo Garcia,ESP,FW,Betis,es  La Liga,18-208,2006.0,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
931,Rubén García,ESP,"FW,MF",Osasuna,es  La Liga,31-240,1993.0,18.1,2,0,0,20,20,7,91,12,25,1,0,0,85,20,29,40.8
932,Ulisses Garcia,SUI,DF,Marseille,fr  Ligue 1,29-059,1996.0,5.6,1,0,0,5,5,2,19,4,8,0,0,0,31,11,3,78.6
933,Alejandro Garnacho,ARG,"FW,MF",Manchester Utd,eng  Premier League,20-253,2004.0,17.5,1,0,0,7,31,6,34,10,13,0,0,0,85,2,18,10.0
934,James Garner,ENG,"MF,DF",Everton,eng  Premier League,23-363,2001.0,8.7,3,0,0,11,7,0,31,8,13,0,0,0,40,7,4,63.6
935,Yarek Gasiorowski,ESP,DF,Valencia,es  La Liga,20-058,2005.0,10.4,1,0,0,5,2,0,3,25,16,0,0,0,38,24,12,66.7
936,Federico Gatti,ITA,DF,Juventus,it  Serie A,26-260,1998.0,23.8,2,0,0,19,18,1,1,17,23,1,0,0,109,34,26,56.7
937,Gavi,ESP,MF,Barcelona,es  La Liga,20-218,2004.0,4.9,4,0,0,21,9,1,6,7,7,0,0,0,20,9,9,50.0
938,Paulo Gazzaniga,ARG,GK,Girona,es  La Liga,33-068,1992.0,26.5,3,0,0,1,3,0,0,0,1,0,0,0,38,0,1,0.0
939,Jean-Philippe Gbamin,CIV,MF,Nantes,fr  Ligue 1,29-167,1995.0,2.4,1,0,0,3,6,0,0,3,1,0,0,0,13,7,3,70.0
940,Mory Gbane,CIV,"DF,MF",Reims,fr  Ligue 1,24-076,2000.0,4.5,1,0,0,4,0,0,1,9,6,0,0,0,12,4,3,57.1
941,Yann Gboho,FRA,"MF,FW",Toulouse,fr  Ligue 1,24-056,2001.0,18.5,2,0,0,13,50,1,21,4,10,1,0,0,82,4,24,14.3
942,David de Gea,ESP,GK,Fiorentina,it  Serie A,34-124,1990.0,25.0,0,0,0,0,2,0,0,0,0,0,0,0,14,5,0,100.0
943,Viggo Gebel,GER,MF,RB Leipzig,de  Bundesliga,17-109,2007.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0
944,Lutsharel Geertruida,NED,DF,RB Leipzig,de  Bundesliga,24-236,2000.0,13.6,2,0,0,15,5,0,8,14,18,0,1,0,61,11,5,68.8
945,Dennis Geiger,GER,"MF,FW",Hoffenheim,de  Bundesliga,26-274,1998.0,5.6,4,0,0,15,8,0,3,2,9,0,1,0,23,1,3,25.0
946,Valentin Gendrey,FRA,DF,Lecce,it  Serie A,24-263,2000.0,2.0,0,0,0,1,2,0,3,2,2,0,0,0,3,1,3,25.0
947,Valentin Gendrey,FRA,DF,Hoffenheim,de  Bundesliga,24-263,2000.0,12.5,1,0,0,11,23,2,41,14,10,0,0,0,48,23,17,57.5
948,Denis Genreau,AUS,MF,Toulouse,fr  Ligue 1,25-294,1999.0,2.5,0,0,0,7,5,0,9,3,5,0,0,0,11,0,3,0.0
949,Tyrique George,ENG,FW,Chelsea,eng  Premier League,19-035,2006.0,0.8,1,0,0,2,0,1,2,1,0,0,0,0,2,0,3,0.0
950,Yannick Gerhardt,GER,"MF,DF",Wolfsburg,de  Bundesliga,30-363,1994.0,11.5,2,1,0,14,5,2,13,13,12,0,0,0,37,16,18,47.1
951,Max Geschwill,GER,DF,Holstein Kiel,de  Bundesliga,23-247,2001.0,13.5,2,0,0,13,8,1,10,27,21,0,0,0,51,14,20,41.2
952,Daniele Ghilardi,ITA,DF,Hellas Verona,it  Serie A,22-064,2003.0,13.6,5,0,0,20,20,0,3,15,15,0,0,0,36,28,28,50.0
953,Lautaro Gianetti,ARG,DF,Udinese,it  Serie A,31-118,1993.0,9.3,4,0,0,6,0,0,0,15,10,0,1,2,25,26,12,68.4
954,Dimitris Giannoulis,GRE,DF,Augsburg,de  Bundesliga,29-145,1995.0,20.8,7,0,0,17,13,0,79,29,27,1,0,0,97,8,19,29.6
955,Morgan Gibbs-White,ENG,MF,Nott'ham Forest,eng  Premier League,25-043,2000.0,21.4,8,1,1,28,30,4,32,14,15,1,0,0,93,31,37,45.6
956,Samuel Gigot,FRA,DF,Lazio,it  Serie A,31-150,1993.0,3.8,2,0,0,8,3,0,0,6,1,0,1,0,6,11,3,78.6
957,Armin Gigovic,BIH,MF,Holstein Kiel,de  Bundesliga,22-339,2002.0,15.1,4,0,0,12,21,1,11,16,9,1,1,0,78,13,14,48.1
958,Bryan Gil,ESP,"FW,MF",Girona,es  La Liga,24-028,2001.0,19.1,4,0,0,22,40,4,78,10,20,0,0,0,78,0,5,0.0
959,Mario Gila,ESP,DF,Lazio,it  Serie A,24-194,2000.0,23.2,5,0,0,21,24,0,0,21,30,0,0,1,107,51,50,50.5
960,Billy Gilmour,SCO,MF,Brighton,eng  Premier League,23-273,2001.0,1.1,0,0,0,2,3,0,1,0,3,0,0,0,5,0,0,
961,Billy Gilmour,SCO,MF,Napoli,it  Serie A,23-273,2001.0,6.5,0,0,0,8,7,0,6,5,9,0,0,0,40,8,6,57.1
962,Benedikt Gimber,GER,DF,Heidenheim,de  Bundesliga,28-020,1997.0,21.7,8,0,0,46,38,1,1,25,39,0,1,0,75,52,36,59.1
963,Santiago Giménez,MEX,FW,Milan,it  Serie A,23-327,2001.0,4.9,3,0,0,6,4,5,2,1,3,0,0,0,8,5,6,45.5
964,Gvidas Gineitis,LTU,MF,Torino,it  Serie A,20-330,2004.0,9.7,1,0,0,16,13,1,46,10,8,0,0,0,31,6,12,33.3
965,Matthias Ginter,GER,DF,Freiburg,de  Bundesliga,31-051,1994.0,20.5,3,0,0,10,17,1,9,13,14,1,0,0,68,72,40,64.3
