,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
67,Clément Akpa,CIV,DF,Auxerre,fr  Ligue 1,23-107,2001.0,20.6,876,796,78,37,0,29,23,38,1,1,0,0,708,2,17
68,Jean-Daniel Akpa-Akpro,CIV,"MF,DF",Monza,it  Serie A,32-151,1992.0,2.5,87,77,10,1,0,0,2,9,0,0,0,0,64,0,4
69,David Akpan Ankeye,NGA,"FW,MF",Genoa,it  Serie A,23-025,2002.0,0.5,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
70,Kevin Akpoguma,NGA,DF,Hoffenheim,de  Bundesliga,29-326,1995.0,18.8,1092,1015,73,37,1,3,9,14,0,0,0,0,963,4,9
71,Chuba Akpom,ENG,FW,Lille,fr  Ligue 1,29-153,1995.0,3.2,45,38,7,0,0,0,1,0,0,0,0,0,33,0,5
72,David Alaba,AUT,DF,Real Madrid,es  La Liga,32-260,1992.0,2.9,177,166,10,3,0,2,1,0,0,0,0,0,159,1,2
73,Andreas Albers,DEN,FW,St. Pauli,de  Bundesliga,34-353,1990.0,0.7,29,28,1,0,0,0,0,0,0,0,0,0,15,0,0
74,Raúl Albiol,ESP,DF,Villarreal,es  La Liga,39-188,1985.0,13.2,813,778,33,25,1,4,0,0,0,0,0,0,727,2,3
75,Carlos Alcaraz,ARG,MF,Southampton,eng  Premier League,22-101,2002.0,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0
76,Carlos Alcaraz,ARG,"MF,FW",Everton,eng  Premier League,22-101,2002.0,2.5,86,83,3,0,1,1,0,2,0,0,0,0,69,0,6
77,Omar Alderete,PAR,DF,Getafe,es  La Liga,28-075,1996.0,23.7,813,753,50,44,3,26,4,0,0,0,0,0,545,10,11
78,Carles Aleñá,ESP,"MF,FW",Getafe,es  La Liga,27-065,1998.0,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1
79,Carles Aleñá,ESP,"MF,FW",Alavés,es  La Liga,27-065,1998.0,4.0,171,158,13,6,2,0,20,1,5,5,0,0,125,0,8
80,Trent Alexander-Arnold,ENG,DF,Liverpool,eng  Premier League,26-155,1998.0,23.8,1787,1501,277,57,9,31,140,172,48,31,10,1,1321,9,34
81,Alfon,ESP,"FW,MF",Celta Vigo,es  La Liga,25-311,1999.0,7.6,179,177,1,1,0,0,20,0,0,0,0,0,128,1,9
82,Mohamed Ali Cho,FRA,"FW,MF",Nice,fr  Ligue 1,21-051,2004.0,15.8,415,392,21,3,8,1,42,0,9,4,4,0,292,2,19
83,Faride Alidou,GER,"FW,MF",Hellas Verona,it  Serie A,23-236,2001.0,0.8,20,18,2,1,0,0,3,0,1,1,0,0,16,0,0
84,Alisson,BRA,GK,Liverpool,eng  Premier League,32-160,1992.0,20.9,645,562,81,27,1,0,0,0,0,0,0,0,538,2,0
85,Tadeo Allende,ARG,FW,Celta Vigo,es  La Liga,26-019,1999.0,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1
86,Jim Allevinah,GAB,FW,Angers,fr  Ligue 1,30-012,1995.0,14.8,369,360,8,1,1,1,23,4,2,0,2,0,276,1,11
87,Thiago Almada,ARG,"MF,FW",Lyon,fr  Ligue 1,23-319,2001.0,3.1,242,224,18,4,1,1,11,3,10,4,4,0,215,0,3
88,Domingos André Ribeiro Almeida,POR,"MF,FW",Valencia,es  La Liga,24-285,2000.0,14.7,620,569,46,12,4,1,40,2,21,4,13,0,520,5,12
89,Iker Almena,ESP,"FW,DF",Girona,es  La Liga,20-311,2004.0,0.5,32,30,2,0,0,0,4,2,0,0,0,0,23,0,2
90,Miguel Almirón,PAR,FW,Newcastle Utd,eng  Premier League,31-029,1994.0,1.7,66,64,1,0,1,0,0,1,0,0,0,0,54,1,2
91,Pontus Almqvist,SWE,"FW,MF",Parma,it  Serie A,25-244,1999.0,10.3,264,257,6,1,0,0,10,5,0,0,0,0,195,1,11
92,Marcos Alonso,ESP,DF,Celta Vigo,es  La Liga,34-073,1990.0,20.0,1594,1483,109,55,1,17,30,36,12,9,1,0,1406,2,17
93,Giorgio Altare,ITA,DF,Venezia,it  Serie A,26-214,1998.0,8.4,389,319,68,13,0,2,7,55,0,0,0,0,283,2,2
94,Adrià Altimira,ESP,"DF,FW",Leganés,es  La Liga,23-348,2001.0,12.0,410,337,72,3,1,3,10,69,0,0,0,0,326,1,8
95,Sergi Altimira,ESP,MF,Betis,es  La Liga,23-198,2001.0,16.8,925,909,15,12,4,13,4,3,0,0,0,0,814,1,16
96,Edson Álvarez,MEX,MF,West Ham,eng  Premier League,27-138,1997.0,17.1,813,793,14,10,3,10,6,3,0,0,0,0,698,6,9
97,Hugo Álvarez,ESP,"MF,DF",Celta Vigo,es  La Liga,21-252,2003.0,15.4,887,741,141,16,0,2,28,115,10,4,1,0,698,5,26
98,Julián Álvarez,ARG,"FW,MF",Atlético Madrid,es  La Liga,25-039,2000.0,19.5,650,607,42,3,5,6,32,6,19,8,4,0,483,1,23
99,Yeray Álvarez,ESP,DF,Athletic Club,es  La Liga,30-046,1995.0,14.8,874,833,38,31,1,14,3,1,0,0,0,0,734,3,10
100,Skelly Alvero,FRA,MF,Werder Bremen,de  Bundesliga,22-311,2002.0,2.6,91,90,0,0,0,0,0,0,0,0,0,0,68,1,3
101,Will Alves,ENG,FW,Leicester City,eng  Premier League,20-036,2005.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
102,Selim Amallah,MAR,MF,Valladolid,es  La Liga,28-116,1996.0,11.6,310,271,35,15,3,4,29,1,16,7,7,0,240,4,8
103,Amath,SEN,"FW,DF",Valladolid,es  La Liga,28-238,1996.0,3.5,83,81,2,0,0,2,4,2,0,0,0,0,63,0,6
104,Jordan Amavi,FRA,DF,Brest,fr  Ligue 1,31-002,1994.0,8.8,526,428,96,9,0,2,15,87,0,0,0,0,386,2,13
105,Aurele Amenda,SUI,DF,Eint Frankfurt,de  Bundesliga,21-223,2003.0,0.8,47,44,3,1,0,2,0,1,0,0,0,0,41,0,1
106,Kelvin Amian,FRA,DF,Nantes,fr  Ligue 1,27-031,1998.0,17.4,637,488,148,5,3,0,28,143,0,0,0,0,515,1,18
107,Michael Amir Murillo,PAN,DF,Marseille,fr  Ligue 1,29-028,1996.0,20.1,1433,1288,143,30,1,0,24,113,0,0,0,0,1269,2,21
108,Nadiem Amiri,GER,MF,Mainz 05,de  Bundesliga,28-135,1996.0,19.5,1260,1076,174,88,9,8,114,6,76,24,37,1,964,10,29
109,Samuel Amo-Ameyaw,ENG,"FW,DF",Southampton,eng  Premier League,18-236,2006.0,0.3,9,8,1,0,0,0,2,0,1,0,0,0,8,0,0
110,Mathis Amougou,FRA,MF,Chelsea,eng  Premier League,19-052,2006.0,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
111,Mathis Amougou,FRA,MF,Saint-Étienne,fr  Ligue 1,19-052,2006.0,9.5,301,290,7,4,1,1,1,1,0,0,0,0,232,4,4
112,Mohamed Amoura,ALG,FW,Wolfsburg,de  Bundesliga,24-306,2000.0,21.0,570,535,31,0,9,10,26,12,0,0,0,0,400,4,36
113,Sofyan Amrabat,MAR,MF,Fiorentina,it  Serie A,28-202,1996.0,2.0,133,122,11,10,0,4,3,1,0,0,0,0,112,0,0
114,Joachim Andersen,DEN,DF,Crystal Palace,eng  Premier League,28-284,1996.0,1.0,83,81,2,1,0,0,1,0,1,0,0,0,61,0,0
115,Joachim Andersen,DEN,DF,Fulham,eng  Premier League,28-284,1996.0,18.7,1356,1278,72,58,0,24,4,5,0,0,0,0,1129,6,4
116,Elliot Anderson,ENG,MF,Nott'ham Forest,eng  Premier League,22-125,2002.0,21.0,913,838,72,20,6,2,64,2,43,14,26,0,714,3,23
117,André,BRA,MF,Wolves,eng  Premier League,23-238,2001.0,18.4,848,823,23,20,4,12,0,1,0,0,0,0,786,2,9
118,Benjamin André,FRA,MF,Lille,fr  Ligue 1,34-220,1990.0,21.9,1401,1356,41,37,0,13,11,4,0,0,0,0,1159,4,21
119,Marcos André,BRA,FW,Valladolid,es  La Liga,28-142,1996.0,12.8,206,182,22,2,3,6,1,1,0,0,0,0,136,2,5
120,Robert Andrich,GER,MF,Leverkusen,de  Bundesliga,30-170,1994.0,13.8,746,731,15,11,2,5,7,2,0,0,0,0,666,0,3
121,Angeliño,ESP,DF,Roma,it  Serie A,28-066,1997.0,25.3,1510,1300,205,31,1,16,78,167,6,2,4,0,1199,5,22
122,Lorenzo Anghelè,ITA,FW,Juventus,it  Serie A,20-013,2005.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
123,Faustino Anjorin,ENG,MF,Empoli,it  Serie A,23-108,2001.0,10.9,382,365,16,8,2,3,13,0,4,1,2,0,309,1,7
124,Waldemar Anton,GER,DF,Dortmund,de  Bundesliga,28-234,1996.0,12.7,1266,1222,44,25,2,6,10,16,0,0,0,0,1165,0,7
125,Leandro Antonetti,PUR,FW,Sevilla,es  La Liga,22-057,2003.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
126,Michail Antonio,JAM,FW,West Ham,eng  Premier League,34-348,1990.0,9.3,188,175,11,0,3,6,25,7,0,0,0,0,114,2,14
127,Antoniu,ESP,"MF,FW",Espanyol,es  La Liga,22-187,2002.0,5.4,115,113,1,0,0,0,13,1,0,0,0,0,76,1,6
128,Antony,BRA,"DF,MF",Manchester Utd,eng  Premier League,25-015,2000.0,1.6,69,62,7,2,0,0,5,5,0,0,0,0,56,0,1
129,Antony,BRA,FW,Betis,es  La Liga,25-015,2000.0,5.6,272,260,12,1,2,1,9,4,7,2,1,0,218,0,9
130,Anuar,MAR,"FW,MF",Valladolid,es  La Liga,30-055,1995.0,13.5,337,317,20,6,1,0,13,10,1,0,0,0,270,0,4
